f    ASD
7.212682714930152006e-01 5.290210245070904881e-19
7.352653051278950080e-01 4.358579177164352230e-19
7.495339671683494132e-01 3.897724453089887118e-19
7.640795288734603119e-01 4.559020142051442789e-19
7.789073637971122288e-01 5.733360084880093083e-19
7.940229497731280395e-01 4.805679498469900434e-19
8.094318709389451971e-01 4.208905127451603664e-19
8.251398197985632121e-01 5.019140221013281121e-19
8.411525993255093425e-01 6.167083174679101433e-19
8.574761251066390644e-01 4.897931244852757424e-19
8.741164275275121742e-01 4.614762628462829782e-19
8.910796540002066113e-01 6.042861428467520944e-19
9.083720712343381631e-01 6.085698902942321925e-19
9.260000675521784519e-01 4.851901682774724343e-19
9.439701552486735592e-01 5.632031554328036250e-19
9.622889729972896600e-01 6.998811483523575002e-19
9.809632883025173333e-01 5.346229107645290177e-19
1.000000000000000000e+00 5.610393518453211779e-19
